,text
1459,marchew i to w jakich warunkach jest uprawiana i przygotowywana do sprzedaży  że jest uprawiana w tradycyjny sposób bez sztucznych nawozow i srodkow ochrony roslin ruchmoze być to reklama animowana zachecajaca dzieci do jedzenia tego warzywa jak w pkt  uprawy biokiedyś byla to normalność a teraz luksus
1461,proces sadzenia wykopu co można dalej prostego z niej zrobic  zachęcić do jedzenia rodzina dzieci ktore jedza  jakie wartości zawiera marchewka
1463,kolor pomarańczowy sok z marchwii chciałabym zobaczyć że marchew jest zdrowa wyciskanie soku muzyka aktywność fizyczną proces wyciskania soku zdrowy tryb zycia
1467,cały proces rośnięcia i zbiorów  zrozumiały dla każdego grona odbiorców  głos lektora zamienić na jakąś przyjemną dla ucha melodię  rodzinę która wspólnie przygotowuje jakieś proste do wykonania dania wspólne działania rodziny wzajemna pomoc 
1468,cene promocja cena coś śmiesznego sławne osoby zdrowy tryb życia
1469,pole marchewki wycinki z pracy rolnika na tym polu czyli siew pielęgnację zbiór i co się dalej z marchewką dzieje  że potrzeba dużo pracy i zaangażowania że strony producenta żebyś ty miał ładną zdrowa marchewkę na obiad czy sok  żeby było pokazane marchewką od nasionka do zbiorów plon jak wygląda uprawa pielegnacja zbiór tak w przyspieszeniu może jakaś animacja jak marchewką wzrasta pod ziemią  marchewkę od nasionka do zbioru albo do przetwarzania jej  że uprawa marchewki nie jest łatwym zadaniem abyśmy docenili pracę rolników i to że mamy możliwość jedzenia dobrej zdrowej marchewki 
1470,szczęśliwych rolników puchate króliki marchewka jest zdrowa i naturalna  spokojnie kicające króliki rolnik chodzi po polu ciepłe barwy radosną muzykę odgłosy natury bliskość z natura zdrowy tryb zycia
1472,ładna pani ze są zdrowe duzo estetykę  wegetarianizm i ekologia
1475,pole na którym rośnie młoda marchewka uprawa marchewki wymaga dużo pracy ale efekt jej to piękne i zdrowe warzywo pokazana praca od początku do zbioru radość zdrowie
1477,przetwory z marchwii przedstawiać zalety jedzenia marchwii aby było pokazane przygotowanie dania z marchwii coś smacznego zdrowego odżywiania
1480,piękne lśniące marchewki karmelizującą się marchew krojenie kruchej marchwi łamanie jej taki że gdzieś mogę kupić tę piękną marchew świeżą lub ewentualnie formie karotki i że marchew ma wiele zastosowań w kuchni mimo swojej prostoty  ujęcia w slow motion takie jak coraz częściej się pojawiają np jak marchew upada na czarne tło można by pokazać karmelizowanie marchwi marchew śliczne się błyszczy i dobrze smakuje żywe kolory na czarnym tle brak głośnego narratora brak uśmiechających się ludzi minimalizm ujęcia makro w hd takie jak coraz częściej występują np w reklamach napojów można by wtedy pokazać nie tylko korzeń ale i mokrą lśniącą nać marchwi charakterystyczne dźwięki np karmelizowania łamania kruchej marchewki nalewania karotki do szklanki że marchew jest zdrowa dodaje energii jest krucha i smaczna i warto jej używać w kuchni
1482,króliki promocję zdrowia coś co przyciąga uwagę dzieci jedzące marchewki jak ważne jest zdrowa dieta
1483,piękne pola ludzi którzy jeżdżą obok rowerami świeci slonca jest cudowna pogoda ze marchewka jest zdrowa łatwo dostępna jej jedzenie moze sie poztywnie kojarzyc ludzie jadac na rowerach zrywają świeżą marchew prosto z pola płukają ją woda z butelki i taką świeżutką marchewkę jedzą kontynuując swoją podróż  duzo słońca uśmiechy ludzi masę pozytywnych emocji marchew mogłaby być elementem który niejako łączy ludzizbliża do siebie rodziny 
1484,rodzinę jedzącą marchew  ze marchewki sa zdrowe wystarczy jakas prosta  scenka walory odzywcze marchwi ze marchew jest zdrowa i pozywna
1485,proces zbierania marchwii są produkty do których przy procesie wzrostu i zbierania używa się mniej środków chemicznych warto zapłacić odrobinę więcej za coś znacznie zdrowszego  proces zbierania marchwii  różnice między zmutowaną chemiczną marchwią a tą normalną oraz zbieranie marchwii z pola  dbaj o zdrowie nawet jeśli kosztuje to troszkę więcej 
1488,poszczególne etapy hodowli marchwi marchew  prosto z natury zdrowe warzywo sianie marchwi wzrost zbiory to co opisane wyżej  natura zdrowie ciężka praca rolnika
1489,ładne chrupiące marchewki że marchewka jest pyszna i zdrowa  po prostu szczęśliwi ludzie chrupiący marchewki różne przepisy z marchewką w roli głównej inspiracje na wege dania może że to jest rodzime warzywo i można je z łatwością wyprodukować w polsce i dobrze się przechowuje i nie trzeba go sprowadzać z drugiego końca świata i porównanie jaki ślad węglowy zostawia produkcja  marchewki a i ile np migdałów kokosów melona itp
1490,pierwsze skojarzenie to monolog z asterixa i obelixa yt pierwszy film po wpisaniu idealna matura z polskiego odniesienie do tego tekstu kultury byłoby rewelacyjne jak reklama  marchew jest super kup marchew egipcjanie opowiadali jak bardzo lubią sadzić marchew skrybę jak to jest być skrybą dobrze
1494,przetwory wykonane z marchwi że spożywanie warzyw ma wartości prozdrowotne np aby pokazywano w jaki sposób marchew jest uprawiana i czy jest to uprawa ekologiczna co już widziałam w poniektórych reklamach uprawców i ich gospodarstwa miałaby przekazywać wiedzę na temat wartości odżywczych płynących z jedzenia warzyw w tym także marchwi
1495,ładne marchewki marchewki są zdrowe były przedstawione prawdziwe dane  prawdziwego eksperta zachęcać do zdrowego odżywiania
1496,marchew  wartości odżywcze  produkcja marchwi oraz jej przetwórstwo  ludzi jedzących marchew lub jej inną formę np sok z niej zdrowy tryb życia oraz piękno natury
1500,króliki jedzące marchewki pozytywny marchewki są bardzo zdrowe i warto je spożywać  żeby jadły ją puchate króliki  króliki  marchew jako niezbędny składnik diety
1501,soki z marchwi  zdrowe odżywianie  żeby reklama była żywa a nie nudna  osoby  odżywianie i plusy jakie daje marchewka w organizmie człowieka 
1504,ładną świeżą marchew najlepiej czystą zalety zdrowotne życie marchwi od posadzenia do zbiorów uśmiechnięci ludzie trzymający marchew  są tacy szczęśliwi że mogą ją mieć szczerze nie mam pojęcia  to marchew
1508,marchew naturę  naturalne pochodzenie zdrowie opis procesu produkcji  pole gdzie rośnie marchew  zdrowy tryb życia 
1511,łatwy przepis wykorzystania jej że jest zdrowa i waro ją używać do różnych posiłków urzywanie jej w trakcie robienia jakiegoś posiłku radosną rodzinę jedzącą posiłek polska marchew najlepsza i jak łatwo rozróżnić że pochodzi z naszego kraju
1513,to co można z nią zrobić ale chodzi o bardziej nieoczywiste potrawy niż sałatka czy soklub jakąś personifikację marchwi zdrowa dieta dużo szybkich ujęć jak można zmienić zwykłą surową marchew w coś innego  jedzenie  zdrowia otwartość 
1514,marchew kuchnię przyprawy że marchew jest zdrowa i ma wiele zastosowań ktoś ma w domu marchew i nie wie co z nią zrobić ale przychodzi  i podaje kilka pomysłów na dania z marchwią ładną kuchnię może jakiś mikser marchew czas spędzony z przyjaciółmirodziną
1516,coś zabawnego i kreatywnego niewyolbrzymionego kup więcej marchewek coś prostego i zabawnego albo ciekawego naukowego nic wulgarnego nic na siłę młodzieżowego kurde bez przesady
1517,pochodzenie tego warzywa proces przed zakupem przez konsumenta marchew jest zdrowa dobór warzyw do diety jest naprawdę ważny pochodzenie warzyw które jemy ma znaczenie  chciałabym żeby reklama marchwii skupiala się marchwii nie na szczęśliwej rodzinie przy obiedzie  serio tego jest za dużo w mediach ile można istotne fakty ciekawostki zastosowania  różne dziedziny gastronomia szeroko pojęta medycyna cokolwiek ludzi którzy mają o tym pojęcie  tych prawdziwych nie naukowców z pseudowywodami  niech reklama promuje świadomy dobór produktów do diety niech pokazuje jak sprawdzić pochodzenie tego co jemy niech reklama promuje poznawanie świata zamiast zarzucac odbiorcow fałszem i stereotypami niech zachęci do poszerzenia wiedzy w zakresie ekologii rolnictwa zdrowia może niech reklama stanowi początek jakiejś interakcji
1519,same marchwie i ich zastosowania że marchwie są smaczne można z nich zrobić sok i że są zdrowe różne dynamiczne ujęcia marchwi na np czerwonym tle w slow motion np te marchwie mogą być podrzucane itp  piękne marchewki  pyszny smak marchwi i jej właściwości zdrowotne
1520,rzeczywiste miejsce uprawy marchwi które kupuję marchew której dotyczy reklama jest w czymś rzeczywiście lepsza od innych marchwi poczucie że nie jest to reklama będąca kolejnycm zapychaczem czasu prawdziwego specjalistę wypowiadającego się o reklamowanej marchwi  że niekoniecznie wszystkie mawchwie poza reklamowaną są złe ta reklamowana jest po prostu w czymś lepsza 
1521,pola uprawy marchwi miałaby ukazywać świeżą zdrową marchew chciałabym zobaczyć rolnika zbierającego marchew pyszną marchew na wiejskim sielankowym tle świeżość ekologiczne uprawy zdrowie 
1526,marchew i miejsce chorowania pole zalety jedzenia marchwi  przedstawianie faktów  do czego można taką marchew wykorzystać  zdrowe odżywianie
1529,dobrze wyeksponowaną marchew produktu z marchwi marchew to nie tylko zdrowy ale również smaczne warzywo które można przygotować na wiele sposobów  żeby została ukazana cała droga jaką pokonuje marchew zanim znajdzie się na naszych stołach w różnych postaciach  ludzi ładne okazy marchwi  zdrowe odżywianie dobre samopoczucie 
1530,pole marchwi  marchew jest zdrowa  pokazana marchew q rożnej postaci  ludzi w każdym wieku  jedzenie warzyw 
1531,jej zastosowanie cechy o ktorych nie wiedzialam osoby ktore pija sok z marchwi i opowiadaja o jej plusach na co wplywa marchew wartosci odzywcze zdrowotne
1532,marchew zdrowe odżywianie obieranie marchewki marchew witaminy
1533,na reklamie marchwi chciałbym zobaczyć rodzine królików która zajada się tymże warzywem np mały królik je marchewkę jako przekąskę w szkole mama królik wyciska sok ze świeżych marchewek a babcia królik robi ciasto marchewkowe  marchewka jest zdrowa smaczna i można ja jeść w rożnej postaci chciałabym żeby było wesoło zachęcająco może mały królik zachęci dzieci do jedzenia marchewki pyt nr  zdrowo smacznie rodzinnie 
1535,marchew  udzielać informacji o korzystnym wpływie marchwi na zdrowie chciałabym żeby zostały wymienione korzystne aspekty wpływu marchwi na zdrowie np poprawia wzrok kondycję skóry itp  tylko istotne informacje bez zbędnych dodatków  powinna zachęcać ludzi do spożywania warzyw większej aktywności fizycznej oraz dbania o swoje zdrowie 
1536,marchew pole marchwi walory zdrowotne i smakowe marchwi fragment zbioru marchwi transport sposób wydobywania marchwi oraz zasiew i późniejsza sprzedaż że marchew może być zdrową alternatywą dla np chipsow
1539,marchew i króliczki na pewno żaden rolnik mówiący o tym jak warzywa pozyskiwane z jego upraw są ekologiczne i najwyższej jakości  cmon kogo to interesuje  jedzcie marchewki bo są ładne i zdrowe i cool króliczek je marchewkę a w międzyczasie ktoś pokazuje jakiś przepis z użyciem marchewki tak żeby zademonstrować jej szerokie zastosowanie to co wyżej bardzo podobne pytanie  jej szerokie zastosowanie i zdrowotne walory
1544,jak wygląda czas od zasiania do momentu zakupu marchwi w sklepie bezpośrednio u rolnika  filmik przedstawienie faktów  np zasiew podlewanie zbiór  jak wygląda czas od zasiania do momentu zakupu marchwi w sklepie bezpośrednio u rolnika  zdrowie właściwości odżywcze marchwi godna praca i płacą dla rolników 
1,ładnie przedstawioną marchew  obrana marchew jest zdrową przekąską marchew mogłaby powoli spadać otoczona kroplami wody po prostu ładną apetyczną marchew może na tle natury zdrowe odżywianie zdrowe nawyki i styl życia
3,soczyste świeże marchewki marchewki są zdrowe i smaczne można z nich przygotować wiele potraw soków deserów itd  nie musi się nic szczególnego dziać  spokojna relaksująca muzyka ujęcia ekologicznych zbiorów marchwi promowanie prozdrowotnych wartości jedzenia warzyw 
4,zbiory marchwi  promowanie warzyw  zbiory marchwi uśmiechnięte marchewki warto jesc marchew
8,dzieci bo to może zachęcić maluchy do jedzenia warzyw  w tym właśnie marchewki a także pola i ogrody gdzie można te warzywa sadzić  jakie witaminy zawiera i co daje dla organizmu to warzywo  hm być może rodzina zbierająca marchewki a następnie dająca do jedzenia dzieciom jako np podwieczorek  uśmiechy na twarzach tych dzieci i osób które marchewkę spożywają  ze warto jesc warzywa gdyż zawierają wiele witamin niezbędnych do prawidłowego rozwijania się dziecka 
11,szczerze mówiąc niczego nie oczekuję że marchew jest zdrowa i smaczna można np pokazać zastosowania marchwi w różnych przepisach to co wyżej otwartość
12,świeżą marchew  kupowanie marchwi od sprawdzonych dostawców lokalnych rolników człowiek który realnie wyrywa marchew na polu przedstawienie bogactwa witamin marchwi i ich wpływ na organizm marchew grafiki przedstawiające witaminy w niej zawarte kupowanie od lokalnych sprzedawców zdrowy tryb życia zachęcanie do wprowadzenia warzyw marchwi do swojego jadłospisu
13,króliczki  zdrowa skóra  jedzenie marchwi  króliczki jedzące marchewki warto się zdrowo odżywiać i chrupać marchewk
14,marchew ludzi z ładnymi zębami jedzących marchew wiejskie krajobrazy marchew jest zdrowa i smaczna korzystnie wpływa na zdrowie jest naturalnym produktem można pokazać proces uprawy marchwi i ludzi którzy ją jedzą proces uprawy marchwi polską wieś zdrowych ludzi na marchewkowej diecie zdrowie ekologię piękno polskiej wsi oraz to że rolnicy są ważnym elementem gospodarki
